packets_per_sec,avg_packet_size
43,1853.9302325581396
42,1896.9761904761904
40,1653.075
20,1214.35
42,1759.8095238095239
31,1803.483870967742
23,1394.2608695652175
19,1469.157894736842
21,1384.8095238095239
24,1418.0416666666667
24,1729.6666666666667
29,1592.2068965517242
32,1680.90625
21,1588.1904761904761
26,1710.6153846153845
23,1457.0869565217392
24,1583.5833333333333
42,1677.9761904761904
37,1792.2972972972973
33,1692.5454545454545
20,1428.2
22,1510.4545454545455
29,1744.5172413793102
41,1852.0975609756097
49,1864.3265306122448
49,1889.795918367347
13,1249.6923076923076
22,1426.090909090909
21,1361.3809523809523
21,1390.857142857143
53,1860.245283018868
72,2081.7916666666665
56,2043.0535714285713
45,1795.0
47,1702.4893617021276
20,1493.6
26,1446.9615384615386
20,1352.25
19,1309.3684210526317
17,1225.1176470588234
19,1311.578947368421
17,1197.0588235294117
15,1262.3333333333333
21,1316.2857142857142
22,1455.9545454545455
21,1326.1904761904761
17,1285.6470588235295
38,1847.8684210526317
30,1555.3
30,1712.0
45,1923.2444444444445
38,1899.421052631579
31,1643.6129032258063
39,2034.7435897435898
18,1438.611111111111
49,1974.9183673469388
71,2159.0704225352115
61,2162.72131147541
19,1134.842105263158
28,1732.2142857142858
45,1719.9555555555555
44,1787.159090909091
45,1841.9777777777779
41,1711.6341463414635
35,1758.8
41,1719.7073170731708
13,1644.3846153846155
15,1146.8666666666666
10,1318.2
25,1599.4
42,1846.1666666666667
36,1738.4444444444443
49,1784.5510204081634
35,1857.0
24,1784.7083333333333
31,1557.1935483870968
43,1949.6046511627908
27,1475.6666666666667
19,1425.6315789473683
27,1562.888888888889
25,1696.04
24,1505.2083333333333
38,1882.4736842105262
29,1708.8620689655172
23,1402.7826086956522
21,1375.5238095238096
24,1555.6666666666667
20,1279.85
22,1492.590909090909
19,1326.2105263157894
30,1711.5333333333333
24,1557.5
36,1676.5
29,1802.4137931034484
19,1742.0526315789473
22,1365.5
25,1596.6
28,1605.0357142857142
25,1433.92
30,1811.7333333333333
113,2177.83185840708
26,1930.8076923076924
24,1764.2083333333333
40,1911.45
43,1800.8372093023256
57,2047.859649122807
56,2170.4464285714284
21,1434.3333333333333
21,1611.904761904762
24,1586.4583333333333
20,1528.95
24,1547.125
17,1215.4117647058824
20,1274.8
26,1753.923076923077
17,1346.4705882352941
24,1598.3333333333333
38,1935.421052631579
37,1758.7837837837837
53,1795.1509433962265
36,1859.138888888889
44,1766.0227272727273
41,1776.7073170731708
45,1948.6888888888889
32,1533.40625
18,1417.611111111111
45,1972.6444444444444
26,1622.8461538461538
21,1388.6190476190477
18,1459.888888888889
24,1638.0
20,1493.25
31,1803.0645161290322
29,1701.0689655172414
23,1616.9565217391305
26,1710.3076923076924
22,1376.0
23,1553.0
30,1680.2333333333333
41,1749.2439024390244
36,1733.0277777777778
26,1658.923076923077
23,1560.1739130434783
19,1277.3684210526317
40,1797.825
40,1885.425
58,1982.8103448275863
28,1667.107142857143
13,1238.5384615384614
23,1467.9565217391305
23,1316.5217391304348
35,1748.6
45,1893.5777777777778
77,2071.87012987013
52,1992.0384615384614
45,1732.0666666666666
42,1778.9761904761904
18,1222.4444444444443
24,1498.9166666666667
21,1294.3333333333333
17,1280.4705882352941
19,1370.3157894736842
16,1202.5625
17,1234.8823529411766
13,1277.0
23,1430.2173913043478
18,1758.2222222222222
21,1430.3809523809523
24,1729.1666666666667
37,1744.0
25,1474.16
41,1812.3902439024391
32,1791.09375
40,1845.25
31,1699.6774193548388
39,1879.0
17,1686.6470588235295
55,2345.581818181818
63,2156.1428571428573
49,2049.3469387755104
16,1217.6875
36,1701.888888888889
44,1856.3181818181818
45,1757.1777777777777
45,1845.9777777777779
41,1719.0243902439024
36,1729.6944444444443
32,1635.5625
15,1439.0666666666666
13,1197.4615384615386
10,965.4
36,1784.888888888889
38,1793.6842105263158
40,1729.7
49,1826.6122448979593
31,1724.741935483871
24,1510.3333333333333
38,1741.5263157894738
44,1718.4545454545455
20,1603.9
19,1412.9473684210527
30,1641.1
21,1872.095238095238
29,1877.103448275862
35,1720.0857142857142
21,1747.142857142857
26,1518.1538461538462
22,1495.409090909091
21,1392.5238095238096
17,1290.0
24,1442.9166666666667
18,1374.2777777777778
31,1827.3225806451612
21,1815.0
39,1804.7179487179487
23,1511.304347826087
23,1640.9565217391305
22,1279.8181818181818
23,1680.0
31,1535.5483870967741
25,1543.36
55,1972.6
95,2206.463157894737
19,1831.5263157894738
25,1539.4
53,1927.3207547169811
28,1669.392857142857
69,2175.463768115942
42,2128.0
20,1507.35
22,1507.409090909091
27,1557.888888888889
19,1429.9473684210527
23,1579.4347826086957
19,1247.842105263158
19,1316.6842105263158
24,1792.1666666666667
16,1272.875
27,1837.2592592592594
36,1862.0555555555557
46,1859.108695652174
44,1792.2954545454545
41,1830.219512195122
45,1825.9777777777779
39,1865.1538461538462
46,1946.9782608695652
20,1439.65
20,1311.65
46,2107.391304347826
26,1351.7307692307693
19,1333.7368421052631
20,1471.1
24,1736.5
19,1717.5263157894738
29,1746.9310344827586
27,1845.5555555555557
23,1634.5652173913043
29,1601.0
22,1403.8636363636363
24,1528.0
33,1665.8181818181818
43,1748.7906976744187
30,1762.3
23,1670.7826086956522
23,1546.4347826086957
16,1414.3125
43,1988.6511627906978
42,1915.1190476190477
53,2042.188679245283
23,1519.4782608695652
19,1320.5263157894738
19,1564.1052631578948
21,1322.3809523809523
42,1823.4761904761904
63,2006.095238095238
62,2091.3064516129034
53,1818.5094339622642
44,1707.5454545454545
34,1685.5294117647059
19,1369.2631578947369
22,1564.7727272727273
19,1325.6842105263158
15,1386.4
18,1427.4444444444443
16,1276.125
16,1247.25
15,1344.1333333333334
22,1522.9545454545455
22,1368.090909090909
20,1373.65
27,1873.111111111111
32,1816.90625
26,1558.7307692307693
45,1914.1333333333334
32,1720.25
38,2005.8684210526317
35,1917.6
26,1818.8076923076924
16,1358.75
70,2243.9142857142856
71,2135.549295774648
32,1791.9375
15,1290.2
44,1864.2727272727273
44,1867.2727272727273
44,1883.9772727272727
38,1820.6315789473683
39,1728.0
39,1714.7435897435898
23,1684.0434782608695
15,1352.6
12,1244.1666666666667
11,1187.909090909091
40,1948.2
39,1687.974358974359
41,1854.560975609756
48,1865.5416666666667
20,1807.8
22,1525.0454545454545
41,2022.341463414634
33,1841.6060606060605
22,1493.909090909091
19,1337.1052631578948
27,1868.4074074074074
24,1751.2083333333333
33,1629.4848484848485
37,1779.2702702702702
19,1647.7894736842106
21,1701.952380952381
22,1581.090909090909
19,1392.2631578947369
21,1559.904761904762
18,1405.2222222222222
29,1724.7586206896551
23,1519.0
23,1533.304347826087
39,1928.128205128205
18,1770.7222222222222
24,1514.5833333333333
23,1554.0434782608695
23,1656.391304347826
28,1481.1785714285713
24,1780.75
76,2168.0394736842104
66,2168.712121212121
24,1899.5833333333333
29,1795.7241379310344
48,1962.7083333333333
29,1648.7586206896551
73,2184.3561643835615
36,1855.1666666666667
18,1415.611111111111
25,1440.44
27,1640.8148148148148
25,1544.08
17,1306.0
18,1380.3333333333333
22,1554.5
21,1517.142857142857
13,1483.3846153846155
36,1728.9722222222222
35,1712.8285714285714
50,1967.52
38,1849.8157894736842
47,1881.212765957447
42,1803.0714285714287
43,1922.0
43,1698.5116279069769
18,1300.0
34,1765.0
37,1886.2162162162163
22,1445.1818181818182
15,1324.7333333333333
23,1529.695652173913
24,1526.4583333333333
22,1754.5
27,1821.0
27,1879.0
22,1574.3636363636363
27,1600.6296296296296
21,1597.8095238095239
24,1588.5833333333333
34,1737.1470588235295
44,1797.5
34,1676.0294117647059
20,1515.45
20,1614.55
25,1734.64
38,1934.342105263158
45,1974.6666666666667
46,2055.1739130434785
18,1367.0555555555557
19,1395.7894736842106
22,1447.1818181818182
20,1421.85
49,1955.8775510204082
69,2035.4202898550725
56,2082.1428571428573
52,1785.7884615384614
39,1752.4358974358975
26,1596.3461538461538
24,1406.75
22,1406.2727272727273
18,1316.611111111111
17,1238.1764705882354
18,1352.5555555555557
16,1374.8125
14,1224.857142857143
17,1346.1176470588234
24,1562.5
20,1399.05
17,1378.4117647058824
34,1905.6470588235295
26,1853.4615384615386
26,1775.6538461538462
46,1883.8260869565217
29,2044.0
39,1797.7948717948718
39,1823.3333333333333
24,1776.2083333333333
44,1958.0681818181818
62,2169.548387096774
68,2127.514705882353
17,1220.764705882353
22,1775.5454545454545
41,1875.2926829268292
44,1793.0681818181818
46,1824.6739130434783
42,1721.4761904761904
39,1703.6410256410256
41,1774.5365853658536
13,1335.3076923076924
14,1413.0714285714287
12,1239.8333333333333
18,1634.888888888889
42,1899.3333333333333
34,1742.8823529411766
50,1706.08
40,1860.375
24,1843.5
24,1583.5416666666667
48,1861.5416666666667
22,1652.2272727272727
22,1549.0454545454545
19,1421.2105263157894
29,1888.103448275862
25,1600.04
34,1924.264705882353
33,1708.8484848484848
21,1450.047619047619
22,1453.909090909091
24,1514.75
17,1413.3529411764705
22,1477.5454545454545
20,1300.35
28,1827.4285714285713
20,1862.25
32,1729.9375
32,1812.4375
20,1723.95
20,1317.6
20,1695.7
27,1524.2962962962963
25,1572.28
28,1972.0714285714287
101,2153.6039603960394
42,2016.1666666666667
23,1875.9565217391305
38,1919.7894736842106
37,1950.2432432432433
48,2064.8333333333335
59,2286.3050847457625
22,1819.1363636363637
21,1681.095238095238
17,1298.2941176470588
28,1730.2857142857142
23,1602.1739130434783
17,1275.5294117647059
18,1374.888888888889
26,1693.0384615384614
18,1404.9444444444443
20,1697.6
35,2137.4285714285716
35,1711.6857142857143
47,1858.2978723404256
35,1818.4857142857143
42,1867.9285714285713
45,1843.1555555555556
44,1930.1363636363637
35,1705.3428571428572
19,1336.578947368421
44,1863.2954545454545
27,1790.4074074074074
21,1412.7142857142858
20,1407.55
21,1546.3333333333333
18,1639.7222222222222
24,1790.5833333333333
33,1860.121212121212
26,1570.8461538461538
21,1441.857142857143
29,1654.2413793103449
22,1469.5454545454545
31,1728.774193548387
37,1697.054054054054
26,1805.3461538461538
37,1735.7837837837837
20,1488.8
20,1604.4
33,1893.060606060606
36,1869.2777777777778
50,2030.82
41,1930.8292682926829
12,1269.3333333333333
22,1462.4545454545455
22,1400.6818181818182
20,1450.2
52,1969.326923076923
76,2167.75
56,1892.767857142857
45,1786.2222222222222
42,1750.357142857143
17,1458.5882352941176
22,1605.3636363636363
20,1482.85
17,1351.6470588235295
16,1393.25
16,1487.9375
17,1259.235294117647
14,1382.142857142857
19,1445.6315789473683
24,1353.125
21,1415.0
23,1703.8695652173913
36,1828.1666666666667
24,1328.0416666666667
30,2038.7666666666667
41,1989.2682926829268
38,1939.7105263157894
27,1816.962962962963
37,2076.4054054054054
16,1586.4375
54,2115.462962962963
63,2166.5714285714284
56,2057.7678571428573
16,1309.4375
30,1832.2333333333333
43,1883.7209302325582
43,1803.6511627906978
43,1855.0232558139535
39,1866.7179487179487
36,1720.388888888889
35,1701.6
15,1508.0
11,1344.0
10,1254.4
22,1741.5454545454545
45,1869.7555555555555
41,1711.1463414634147
41,1896.2439024390244
35,1899.2285714285715
23,1747.695652173913
31,1740.258064516129
44,1911.75
22,1548.1363636363637
22,1331.2272727272727
26,1649.8846153846155
24,1801.7916666666667
29,1908.551724137931
32,1731.09375
24,1733.75
22,1617.3181818181818
18,1501.111111111111
24,1545.8333333333333
18,1324.0555555555557
23,1580.0
17,1339.5294117647059
30,1814.0
22,1701.0
37,1789.7297297297298
28,1586.8214285714287
21,1637.7619047619048
20,1454.85
23,1689.0434782608695
29,1626.8275862068965
23,1634.9565217391305
43,1971.5348837209303
106,2224.367924528302
19,1641.421052631579
22,1803.909090909091
43,2071.6511627906975
34,1810.4117647058824
61,2184.27868852459
49,2178.469387755102
18,1605.6666666666667
20,1612.9
24,1606.9583333333333
19,1682.7368421052631
22,1679.1818181818182
16,1372.1875
18,1386.5555555555557
27,1628.3703703703704
16,1345.625
25,1747.68
35,1993.4
41,1767.8048780487804
48,1873.6458333333333
39,1853.2820512820513
49,1792.2244897959183
37,1829.972972972973
47,1908.723404255319
23,1478.695652173913
19,1336.2105263157894
45,2046.2
25,1634.44
18,1418.5
19,1462.9473684210527
25,1681.16
17,1754.0588235294117
30,1821.6666666666667
29,1736.1724137931035
22,1613.9545454545455
27,1697.7407407407406
23,1344.695652173913
24,1524.5833333333333
31,1689.741935483871
40,1776.7
33,1830.3333333333333
24,1650.4583333333333
22,1621.1363636363637
14,1517.857142857143
43,1843.2790697674418
39,2082.923076923077
53,2055.867924528302
28,1502.7857142857142
14,1514.357142857143
20,1585.15
19,1444.0
36,1790.0277777777778
57,2003.9649122807018
68,2100.720588235294
52,1925.2692307692307
43,1763.093023255814
39,1680.8461538461538
16,1452.25
21,1656.3333333333333
19,1370.6315789473683
16,1285.75
18,1454.6666666666667
15,1357.4
15,1407.6
15,1335.4666666666667
21,1500.6666666666667
21,1473.4761904761904
20,1398.6
26,1944.8846153846155
33,1768.6363636363637
23,1846.9565217391305
40,1891.55
38,1689.2631578947369
42,1896.095238095238
21,1680.2380952380952
36,2015.9722222222222
18,1485.2222222222222
65,2137.630769230769
70,2162.3285714285716
38,2000.2631578947369
15,1322.3333333333333
39,1792.5384615384614
41,2071.512195121951
42,1704.8095238095239
45,1868.7333333333333
40,1674.525
38,1693.8157894736842
26,1790.7307692307693
15,1400.8666666666666
12,1324.25
8,944.5
37,1937.3513513513512
38,1779.8157894736842
42,1782.8333333333333
48,1937.2708333333333
22,1885.8636363636363
21,1641.857142857143
40,1903.0
35,1898.8
20,1587.0
18,1491.7222222222222
26,1782.9615384615386
25,1715.04
33,1650.969696969697
39,1769.5128205128206
19,1529.6842105263158
23,1588.0869565217392
20,1700.75
20,1379.2
21,1523.5714285714287
19,1417.157894736842
17,1320.8235294117646
30,1983.3666666666666
20,1807.05
38,1931.657894736842
20,1459.85
23,1731.2173913043478
25,1525.2
21,1764.0
24,1658.8333333333333
23,1753.4347826086957
63,2137.031746031746
82,2190.3048780487807
23,1673.3478260869565
28,1870.2142857142858
49,2022.2244897959183
20,1544.95
73,2202.013698630137
39,2132.5641025641025
18,1462.2777777777778
23,1525.7826086956522
27,1584.9259259259259
24,1598.0833333333333
17,1415.5882352941176
17,1369.764705882353
18,1328.1666666666667
25,1730.08
14,1446.857142857143
28,2008.0
34,1822.9117647058824
50,1885.5
41,1888.9268292682927
42,1829.452380952381
42,1880.7857142857142
42,1906.2142857142858
43,1883.6279069767443
19,1317.421052631579
31,1694.4193548387098
40,1911.7
20,1319.1
20,1379.35
17,1629.8823529411766
23,1846.5217391304348
21,1647.5238095238096
27,1864.4074074074074
29,1711.1724137931035
20,1790.2
28,1624.357142857143
20,1556.45
24,1630.0
33,1703.7575757575758
39,1846.6923076923076
35,1920.5142857142857
22,1465.090909090909
16,1567.5625
15,1517.0666666666666
47,2025.8936170212767
39,1896.2307692307693
50,2174.94
21,1497.2857142857142
18,1481.0
20,1504.45
19,1473.7368421052631
47,1884.7021276595744
67,2055.223880597015
53,2044.2830188679245
56,1869.357142857143
39,1734.1538461538462
31,1664.9032258064517
21,1466.8095238095239
22,1450.9545454545455
18,1386.2222222222222
15,1384.7333333333333
18,1389.9444444444443
17,1213.235294117647
15,1353.0666666666666
15,1335.9333333333334
21,1606.7142857142858
20,1421.25
18,1536.388888888889
29,2089.4137931034484
30,1792.1333333333334
28,1607.25
45,1968.4666666666667
28,1867.6785714285713
41,1767.6829268292684
33,1952.1515151515152
26,1737.8846153846155
38,1899.1052631578948
60,2168.2833333333333
64,2173.515625
25,1810.64
20,1543.3
41,1765.6097560975609
45,1858.4666666666667
48,1810.25
39,1805.6666666666667
37,1733.5675675675675
38,1851.9736842105262
17,1707.9411764705883
14,1422.357142857143
12,1297.0
16,1531.8125
38,2006.842105263158
38,1718.8157894736842
42,1806.595238095238
45,1916.1555555555556
17,1876.3529411764705
20,1594.25
49,2032.9591836734694
25,1788.2
22,1455.2727272727273
19,1472.6315789473683
27,1936.1851851851852
22,1809.5454545454545
33,1723.7575757575758
36,1824.2777777777778
19,1542.7368421052631
20,1627.75
22,1630.409090909091
18,1458.5555555555557
21,1527.047619047619
18,1398.7777777777778
29,1699.5862068965516
20,1858.4
27,1794.4074074074074
35,1839.7428571428572
20,1737.65
21,1454.8095238095239
20,1623.1
25,1604.64
25,1576.56
26,1771.5
85,2199.235294117647
59,2088.5423728813557
25,1754.76
33,1805.8181818181818
44,1960.7272727272727
34,1885.6764705882354
68,2309.1029411764707
28,1877.7857142857142
23,1595.8260869565217
17,1340.5882352941176
27,1729.037037037037
23,1597.695652173913
16,1428.0
17,1422.8235294117646
21,1589.7619047619048
22,1668.6363636363637
12,1214.3333333333333
31,2082.8709677419356
44,1825.7272727272727
46,1911.3260869565217
34,1964.4705882352941
47,1837.9787234042553
43,1837.8372093023256
44,1893.0
34,1836.9117647058824
18,1299.5
38,1926.1842105263158
32,1793.90625
21,1450.8095238095239
18,1542.5555555555557
20,1519.0
19,1704.9473684210527
21,1829.4285714285713
31,1682.8387096774193
27,1775.7407407407406
22,1607.8181818181818
28,1665.357142857143
23,1412.9565217391305
23,1652.2608695652175
34,1781.264705882353
42,1905.047619047619
28,1807.892857142857
19,1555.842105263158
20,1668.95
27,1874.4444444444443
37,2049.891891891892
46,1984.1521739130435
47,1981.872340425532
12,1236.4166666666667
20,1549.4
20,1458.0
19,1544.2105263157894
51,1954.2745098039215
70,2164.1
56,1984.0892857142858
49,1759.591836734694
42,1779.9285714285713
21,1422.142857142857
24,1563.125
19,1435.6842105263158
17,1407.1176470588234
16,1349.6875
17,1441.1764705882354
16,1308.0
12,1301.5833333333333
